title,singer,album,producer,distributor,year_month,is_popular,external_factors,num_times_top_10,num_times_top_5,num_times_top_1
Can’t Stop,씨엔블루 (CNBLUE),Can`t Stop,FNC엔터테인먼트,Stone Music Entertainment,201403,1,0,1,1,0
Catch Me,동방신기,Catch Me,SM Entertainment,지니뮤직,201209,0,0,0,0,0
Cause I Said So,Ne-Yo,Libra Scale,Universal Music,Universal Music,201011,0,0,0,0,0
Chandelier,Sia,Chandelier,Monkey Puzzle Records,Sony Music,201809-201810-201901-201902-201903-201904-201905-201906-201910,0,0,0,0,0
Change (Feat. GRAY) (Prod. 코드 쿤스트),키드밀리 (Kid milli),쇼미더머니 777 Episode 4,Stone Music Entertainment,지니뮤직,201811,0,0,0,0,0
Change (Feat. 용준형),현아 (HyunA),Change,큐브엔터테인먼트,Universal Music,201001-201002,1,0,1,1,0
Changes,Lauv,Changes,뮤직테이블,NHN벅스,202003,0,0,0,0,0
Check,소녀시대,PARTY,SM Entertainment,지니뮤직,201507,0,0,0,0,0
"Cheers (Feat. Beenzino, Babylon)","개코, 얀키(Yankie)",Cheers,아메바컬쳐,카카오 M,201501,0,0,0,0,0
Cherish,EXO-CBX (첸백시),Hey Mama! - The 1st Mini Album,SM Entertainment,지니뮤직,201611,0,0,0,0,0
Chica,청하,Flourishing,MNH Entertainment,"지니뮤직, Stone Music Entertainment",201907,0,0,0,0,0
Chitty Chitty Bang Bang (Feat. Ceejay ...,이효리,H-Logic,Stone Music Entertainment,Stone Music Entertainment,201004-201005,1,0,1,1,1
Chocolate Drive,김지수,Chocolate Drive,쇼파르뮤직,Stone Music Entertainment,201104,0,0,0,0,0
Circles,Post Malone,Hollywood`s Bleeding,Republic Records,Universal Music,201912-202003-202004-202005-202006-202007-202008,0,0,0,0,0
City Of Stars (From `La La Land` Sound...,Ryan Gosling & Emma Stone,La La Land (영화 `라라랜드` OST),Interscope Records,Universal Music,201702-201703,0,0,0,0,0
Cliff Parade,넬 (Nell),Slip Away,울림 엔터테인먼트,카카오 M,201204,0,0,0,0,0
Closer (Feat. Halsey),The Chainsmokers,Collage,"Disruptor Records, Columbia",Sony Music,201611-201702-201703-201804-201805-201901-201903-201904-201907-201908-201909-201910-201911-202001-202002-202004-202005-202006-202007-202008,0,0,0,0,0
Clue,샤이니 (SHINee),`Sherlock` SHINee The 4th Mini Album,SM Entertainment,지니뮤직,201203,0,0,0,0,0
Coin Laundry (사랑한 적도 없는),왁스(Wax),Coin Laundry (사랑한 적도 없는),뷰가엔터테인먼트,카카오 M,201401,0,0,0,0,0
Color,강다니엘,color on me,KONNECT ENTERTAINMENT,Sony Music,201908,0,0,0,0,0
"Coma 07` (Prod.by DJ Juice, D.Theo)",치타 (CHEETAH),언프리티 랩스타 SEMI FINAL,Stone Music Entertainment,Stone Music Entertainment,201503-201504,1,0,0,0,0
Come Back Home,2NE1 (투애니 원),2NE1 NEW ALBUM `CRUSH`,YG Entertainment,지니뮤직,201402-201403-201404,1,0,1,1,1
Complex (Feat. G-DRAGON),자이언티(Zion.T),OO,The Black Label,지니뮤직,201702,1,0,1,0,0
Cool한 42 (with. 박문치 유니버스),박문치,Cool한 42,매직스트로베리사운드,카카오 M,202008,0,0,0,0,0
Count On Me,이기찬 & G.NA,Count On Me (Digital Single),Warner Music,Warner Music,201105,0,0,0,0,0
Crescendo (크레셴도),악동뮤지션 (AKMU),SBS K팝 스타 시즌2 TOP 6,SBS 콘텐츠허브,카카오 M,201303-201304,1,0,1,1,0
Crush,2NE1 (투애니 원),2NE1 NEW ALBUM `CRUSH`,YG Entertainment,지니뮤직,201403,1,0,0,0,0
Crush,아이오아이 (I.O.I),PRODUCE101 - Crush,Stone Music Entertainment,Stone Music Entertainment,201605,0,0,0,0,0
Cry Cry,티아라 (T-ara),Black Eyes,코어컨텐츠미디어,카카오 M,201111-201112-201201,1,0,2,2,0
D (half moon) (Feat. 개코),DEAN,130 mood  TRBL,Joombas Co Ltd & Universal Music,Universal Music,201605-201606,1,0,0,0,0
DADDY (Feat. CL of 2NE1),싸이 (Psy),칠집싸이다,YG Entertainment,지니뮤직,201512-201601,1,0,1,1,1
DINOSAUR,악동뮤지션 (AKMU),SUMMER EPISODE,YG Entertainment,지니뮤직,201707-201708,1,0,0,0,0
DIRTY,미료 (브라운아이드걸스),MIRYO aka JOHONEY,내가 네트워크,NHN벅스,201202,1,1,0,0,0
DJ Got Us Fallin` In Love (Feat. Pitbu...,Usher,Raymond v Raymond (Deluxe Edition) (In...,Sony Music,Sony Music,201007-201009,0,0,0,0,0
DNA,방탄소년단,LOVE YOURSELF 承 `Her`,빅히트 엔터테인먼트,카카오 M,201709-201710-201711-201712-201801-201802,1,0,2,0,0
DOOM DADA,T.O.P,DOOM DADA,YG Entertainment,지니뮤직,201311,1,0,0,0,0
"Dali, Van, Picasso",빈지노 (Beenzino),"Dali, Van, Picasso",일리네어,Stone Music Entertainment,201312-201401,1,0,1,0,0
Damage,EXO,DON`T MESS UP MY TEMPO - The 5th Album,SM Entertainment,Dreamus,201811-201901,0,0,0,0,0
Dance Monkey,Tones And I,Dance Monkey,Elektra,Warner Music,202004-202005-202006-202007-202008,1,1,0,0,0
Dance The Night Away,TWICE,Summer Nights,JYP Entertainment,Dreamus,201807-201808-201809-201810-201901-201902,1,0,2,2,0
Dance With U,비스트 (Beast),Good Luck,큐브엔터테인먼트,Universal Music,201406,0,0,0,0,0
Dancing King,"유재석, EXO",Dancing King,SM Entertainment,지니뮤직,201609-201610,1,0,1,0,0
Dancing Queen,소녀시대,4집 I Got A Boy,SM Entertainment,지니뮤직,201212-201301,1,0,1,0,0
Dangerous,보아 (BoA),‘Hurricane Venus’ BoA 6th Album,SM Entertainment,SM Entertainment,201008,0,0,0,0,0
Darling,걸스데이(Girl`s Day),GIRL`S DAY EVERYDAY #4,드림티 엔터테인먼트,카카오 M,201407-201408,1,0,2,1,0
Darling,에디킴,너 사용법 Deluxe Edition,미스틱스토리,카카오 M,201407,0,0,0,0,0
Day By Day,티아라 (T-ara),Day By Day,코어컨텐츠미디어,카카오 M,201207-201208,1,0,1,1,0
Day Day (Feat. 박재범) (Prod. by GRAY),비와이(BewhY),쇼미더머니 5 Episode 4,Stone Music Entertainment,Stone Music Entertainment,201607-201608-201609,1,0,2,1,0
Day Dream (白日夢),NCT 127,NCT #127 Neo Zone - The 2nd Album,SM Entertainment,Dreamus,202003,0,0,0,0,0
Dear Santa,소녀시대-태티서 (Girls’ Generation-TTS),Dear Santa - X-Mas Special,SM Entertainment,지니뮤직,201512,1,0,1,0,0
Dear. Boy,원더걸스 (Wonder girls),Wonder World,JYP Entertainment,카카오 M,201111,0,0,0,0,0
Decalcomanie (데칼코마니),마마무 (Mamamoo),MEMORY,"RBW, Stone Music Entertainment",Stone Music Entertainment,201611-201612-201701,1,0,2,1,0
"December, 2014 (The Winter`s Tale)",EXO,EXOLOGY CHAPTER 1 _ THE LOST PLANET,SM Entertainment,지니뮤직,201501,0,0,0,0,0
Dejavu,뉴이스트 W,"WHO, YOU",플레디스,Stone Music Entertainment,201806-201808,0,0,0,0,0
Dejavu,비와이(BewhY),Dejavu,Dejavu Group,루미넌트엔터테인먼트,201705,0,0,0,0,0
Destiny,인피니트 (Infinite),Destiny,울림 엔터테인먼트,카카오 M,201307,1,0,0,0,0
Destiny (나의 지구),러블리즈,A New Trilogy,에스엠컬처앤콘텐츠레이블울림,카카오 M,201604,0,0,0,0,0
Destiny (나의 지구),오마이걸 (OH MY GIRL),퀸덤 Part. 2,Stone Music Entertainment,지니뮤직,201909,0,0,0,0,0
Devil,슈퍼주니어 (Super Junior),DEVIL - SUPER JUNIOR SPECIAL ALBUM,SM Entertainment,지니뮤직,201508,0,0,0,0,0
Diamond,백현 (BAEKHYUN),City Lights - The 1st Mini Album,SM Entertainment,Dreamus,201907,0,0,0,0,0
Different,WINNER,2014 S/S,YG Entertainment,지니뮤직,201409,0,0,0,0,0
Digital Bounce (Feat. T.O.P),세븐,Digital Bounce (EP),YG Entertainment,Stone Music Entertainment,201008,1,0,0,0,0
Dionysus,방탄소년단,MAP OF THE SOUL _ PERSONA,빅히트 엔터테인먼트,Dreamus,201904-201905,1,0,0,0,0
Do You Love Me,2NE1 (투애니 원),Do You Love Me,YG Entertainment,지니뮤직,201308,1,0,1,0,0
Do You Want To Build A Snowman?,Kristen Bell,Frozen OST,Walt Disney Records,Universal Music,201402,1,0,0,0,0
Do You Want To Build A Snowman?,Kristen Bell,겨울왕국 OST (Frozen OST) (33 Trks Ver.),Walt Disney Records,Universal Music,201401,0,0,0,0,0
Dolphin,오마이걸 (OH MY GIRL),NONSTOP,WM엔터테인먼트,Sony Music,202005-202006-202007-202008,1,0,2,0,0
Don`t Cry,박봄,Don`t Cry (Digital Single),YG Entertainment,지니뮤직,201104-201105,1,0,2,1,0
Don`t Cry (우리동네 음악대장),우리 동네 음악대장,복면가왕 50회,MBC,NHN벅스,201607,0,0,0,0,0
Don`t Know What To Do,BLACKPINK,KILL THIS LOVE,YG Entertainment,YG PLUS,201907,0,0,0,0,0
Don`t Start Now,Dua Lipa,Don`t Start Now,Warner Records,Warner Music,202004-202005-202006-202007-202008,1,1,0,0,0
Don`t Stop Can`t Stop,2PM,Don`t Stop Can`t Stop,JYP Entertainment,카카오 M,201005,0,0,0,0,0
Don`t Stop The Music,2NE1 (투애니 원),2NE1 2nd Mini Album,YG Entertainment,지니뮤직,201107,0,0,0,0,0
Don`t Wanna Know (Feat. Kendrick Lamar...,Maroon 5,Red Pill Blues (Deluxe Edition),Interscope Records,Universal Music,201702-201703,0,0,0,0,0
Done For Me,펀치 (Punch),호텔 델루나 OST Part.12,냠냠엔터테인먼트,카카오 M,201908-201909-201910,1,0,0,0,0
Downtown Baby,블루 (BLOO),Downtown Baby,메킷레인,카카오 M,202006-202007-202008,1,0,3,1,0
Dream,"수지, 백현 (BAEKHYUN)",Dream,"미스틱엔터테인먼트, 중앙ICS, SM엔터테인먼트, JYP엔터테인먼트",카카오 M,201601-201602,1,0,2,1,1
Dream,이하이,1집 First Love,YG Entertainment,지니뮤직,201303,0,0,0,0,0
Dream (Feat. XIA of JYJ),싸이 (Psy),칠집싸이다,YG Entertainment,지니뮤직,201512,1,0,0,0,0
Dream Girl,샤이니 (SHINee),SHINee The 3rd Album Chapter 1. `Dream...,SM Entertainment,지니뮤직,201302-201303,1,0,1,0,0
Dream Girls,아이오아이 (I.O.I),아이오아이 (I.O.I) 1st Mini Album `Chrysali...,YMC엔터테인먼트,카카오 M,201605,1,0,1,0,0
Dream Glow (BTS WORLD OST Part.1),"방탄소년단, Charli XCX",Dream Glow (BTS WORLD OST Part.1),"TakeOne Company, 빅히트엔터테인먼트",카카오 M,201907,0,0,0,0,0
Dreaming,김수현,드림하이 OST,홀림,카카오 M,201102-201103,1,0,1,0,0
Dreams Come True,포미닛 (4Minute),공부의 신 OST,마루아라엔터테인먼트,Sony Music,201002,0,0,0,0,0
Dumb Dumb,레드벨벳(Red Velvet),The Red - The 1st Album,SM Entertainment,지니뮤직,201509-201510,1,0,1,1,0
Dynamite,방탄소년단,Dynamite,빅히트 엔터테인먼트,Dreamus,202008,1,0,0,0,0
E.R,달마시안,State Of Emergency,아이에스엔터미디어그룹,Stone Music Entertainment,201205,0,0,0,0,0
EASY (Feat. 식케이),휘인,magnolia,RBW,카카오 M,201804,0,0,0,0,0
EGO,빅뱅,BigBang Special Edition `Still Alive`,YG Entertainment,지니뮤직,201206,1,0,1,0,0
EV1,자우림,EV1 / Peep Show,사운드홀릭,NHN벅스,201108,0,0,0,0,0
EVERYDAY,WINNER,EVERYD4Y,YG Entertainment,지니뮤직,201804-201805,1,0,1,1,0
EX,Kiana Lede,Selfless,"Republic Records, a division of UMG Recordings,Inc",Universal Music,201910-201912-202003,0,0,0,0,0
Electric Shock,f(x),`Electric Shock` The 2nd Mini Album,SM Entertainment,지니뮤직,201206-201207,1,0,1,1,0
Empire State Of Mind (Feat. Alicia Key...,Jay-Z,The Hits Collection Vol.1 (Deluxe Edit...,Warner Music,Warner Music,201001-201002,0,0,0,0,0
Empty,JYJ,The Beginning,쇼샵엔터테인먼트,Warner Music,201010,0,0,0,0,0
Epilogue _ Young Forever,방탄소년단,화양연화 Young Forever,카카오 M,카카오 M,201605,0,0,0,0,0
Epiphany,방탄소년단,LOVE YOURSELF 結 `Answer`,빅히트 엔터테인먼트,Dreamus,201810-201903,0,0,0,0,0
Error,빅스 (VIXX),Error,젤리피쉬 엔터테인먼트,Stone Music Entertainment,201410,1,0,0,0,0
Euphoria,방탄소년단,LOVE YOURSELF 結 `Answer`,빅히트 엔터테인먼트,Dreamus,201811,0,0,0,0,0
Everybody,샤이니 (SHINee),The 5th Mini Album `Everybody`,SM Entertainment,지니뮤직,201310,1,0,1,0,0
Everyday,가비엔제이 (Gavy NJ),가비효과,Good fellas Entertainment,카카오 M,201105-201106,0,0,0,0,0
Everyday,박은우,신사의 품격 OST Part 2,화앤담픽쳐스,Stone Music Entertainment,201207,0,0,0,0,0
Everytime,"첸(CHEN), 펀치 (Punch)",태양의 후예 OST Part.2,"SM엔터테인먼트, 오우엔터테인먼트, 뮤직앤뉴",뮤직앤뉴,201602-201603-201604,1,0,1,1,0
Excuse Me,AOA,AOA 1st Album ANGEL`S KNOCK,FNC엔터테인먼트,카카오 M,201701,1,0,0,0,0
F.I.L.A (Fall In Love Again) (feat. DJ...,긱스(Geeks),F.I.L.A (Fall In Love Again),"레인보우브릿지에이전시, WA엔터테인먼트, 그랜드라인엔터테인먼트",카카오 M,201402,0,0,0,0,0
FAKE LOVE,방탄소년단,LOVE YOURSELF 轉 `Tear`,빅히트 엔터테인먼트,Dreamus,201805-201806-201807-201808-201809,1,0,2,1,0
FANCY,TWICE,FANCY YOU,JYP Entertainment,Dreamus,201904-201905-201906-201907-201908,1,0,1,1,0
FANXY CHILD (Feat. FANXY CHILD),지코 (ZICO),TELEVISION,세븐시즌스,Stone Music Entertainment,201707,1,0,0,0,0
FEELING,빅뱅,BigBang Special Edition `Still Alive`,YG Entertainment,지니뮤직,201206,1,0,0,0,0
FIESTA,IZ*ONE (아이즈원),BLOOM*IZ,"Stone Music Entertainment, OFF THE RECORD Entertainment","지니뮤직, Stone Music Entertainment",202002-202003-202004-202005-202006,1,0,1,0,0
FINGERTIP,여자친구 (GFRIEND),The 4th Mini Album `THE AWAKENING`,쏘스뮤직,카카오 M,201703,1,0,1,0,0
FIVE,에이핑크 (Apink),Pink UP,플레이엠엔터테인먼트,카카오 M,201707,1,0,1,0,0
FLASH,X1 (엑스원),비상 _ QUANTUM LEAP,"SWING Entertainment, Stone Music Entertainment","지니뮤직, Stone Music Entertainment",201909,1,0,0,0,0
FLY,슈퍼주니어-K.R.Y (Super Junior-K.R.Y),FLY (Digital Single),Stone Music Entertainment,Stone Music Entertainment,201104,0,0,0,0,0
FOOL,WINNER,FATE NUMBER FOR,YG Entertainment,지니뮤직,201704,1,0,0,0,0
FREEDOM,악동뮤지션 (AKMU),항해,YG Entertainment,YG PLUS,201911,0,0,0,0,0
FRIENDS,Marshmello & Anne-Marie,FRIENDS,Atlantic Records UK,Warner Music,201901-201902-201903,0,0,0,0,0
FRIENDS,"Marshmello, Anne-Marie",Speak Your Mind (Deluxe),Atlantic Records UK,Warner Music,201912-202001-202002-202003-202004,0,0,0,0,0
FRUITY (Prod. GroovyRoom),"효린, 키썸",FRUITY,스타쉽엔터테인먼트,카카오 M,201707,0,0,0,0,0
Fadeaway,"Jvcki Wai, Coogie, Paloalto, The Quiett, 뱃사공",Fadeaway,ILLIONAIRE RECORDS,"지니뮤직, Stone Music Entertainment",202006,0,0,0,0,0
Faded,Alan Walker,Faded,MER Musikk,Sony Music,201901-201902-201903-201904-201905-201906-201907-201908,0,0,0,0,0
Fail In Love (Feat. E-Sens Of Supreme ...,성훈(브라운아이드소울),Fail In Love,인넥스트 트렌드,카카오 M,201109,0,0,0,0,0
Fall,EXO,"Universe - 겨울 스페셜 앨범, 2017",SM Entertainment,지니뮤직,201801,0,0,0,0,0
Falling,Harry Styles,Fine Line,Columbia,Sony Music,202003,0,0,0,0,0
Falling,존 박,Knock,뮤직팜,카카오 M,201202-201203,1,0,0,0,0
Falling In Love,2NE1 (투애니 원),Falling In Love,YG Entertainment,지니뮤직,201307,1,0,1,1,0
Fantastic Baby,빅뱅,빅뱅 미니앨범 5집 Alive,YG Entertainment,지니뮤직,201203-201204,1,0,2,1,1
Fantasy,JBJ,FANTASY,"STONE MUSIC ENTERTAINMENT, 로엔엔터테인먼트, 페이브엔터테인먼트",카카오 M,201710,0,0,0,0,0
Feel Special,TWICE,Feel Special,JYP Entertainment,Dreamus,201910-201911,1,0,0,0,0
Feelings,Maroon 5,V (Deluxe Edition),Interscope Records,Universal Music,201409,0,0,0,0,0
Fiction,비스트 (Beast),1집 Fiction And Fact,큐브엔터테인먼트,Universal Music,201105-201106,1,0,1,0,0
Filter,방탄소년단,MAP OF THE SOUL _ 7,빅히트 엔터테인먼트,Dreamus,202003,1,0,0,0,0
Finale,"소진, 도끼(DOK2)",Finale,DBE,지니뮤직,201412,0,0,0,0,0
Fine,태연 (TAEYEON),My Voice - The 1st Album,SM Entertainment,지니뮤직,201703-201704,1,0,1,1,1
Fine Thank You And You,10cm,2집 2.0,텐뮤직,미러볼뮤직,201210,1,0,1,0,0
First Love,방탄소년단,WINGS,빅히트 엔터테인먼트,카카오 M,201610,0,0,0,0,0
First Love (feat. EB),티아라 (T-ara),조영수 All Star - 티아라,넥스타엔터테인먼트,카카오 M,201402,0,0,0,0,0
Flower,윤미래 (T),사랑의 불시착 OST Part 2,Stone Music Entertainment,지니뮤직,202001-202002,1,1,0,0,0
Fly,긱스 (Geeks),Fly,"WA엔터테인먼트, 그랜드라인엔터테인먼트",카카오 M,201307,1,0,0,0,0
Fly Away,라디(Ra. D),Fly Away,로엔트리,카카오 M,201407,0,0,0,0,0
Fly High,샤이니 (SHINee),검사 프린세스 OST Part 1,포레스트미디어,SBS 콘텐츠허브,201004,0,0,0,0,0
Fly away,권진아,Fly Away,안테나뮤직,지니뮤직,201705,0,0,0,0,0
For Life,EXO,"For Life - 겨울 스페셜 앨범, 2016",SM Entertainment,지니뮤직,201701,0,0,0,0,0
For The First Time In Forever,Kristen Bell,Frozen OST,Walt Disney Records,Universal Music,201401,0,0,0,0,0
For You,휘성,괜찮아 사랑이야 OST Part 4,"Stone Music Entertainment, 가지컨텐츠",Stone Music Entertainment,201408,0,0,0,0,0
Forever,EXO,THE WAR - The 4th Album,SM Entertainment,지니뮤직,201708,0,0,0,0,0
Forever (Prod. by GRAY),비와이(BewhY),쇼미더머니 5 Episode 3,Stone Music Entertainment,Stone Music Entertainment,201607-201608,1,0,1,1,0
Forever Young,BLACKPINK,SQUARE UP,YG Entertainment,지니뮤직,201806-201807-201808-201809,1,0,3,0,0
Freedumb (Feat. HAON (김하온)) (Prod. BOY...,양승호 (sokodomo),고등래퍼3 Semi Final,Stone Music Entertainment,지니뮤직,201904,0,0,0,0,0
Friday (T.G.I.Friday`s Brand Song),씨엔블루 (CNBLUE),Friday,FNC엔터테인먼트,Stone Music Entertainment,201208,0,0,0,0,0
From Mark,하동균,Mark,WS엔터테인먼트,Stone Music Entertainment,201212,0,0,0,0,0
Funny Hunny,오렌지 캬라멜 (Orange Caramel),조영수 All Star (Digital Single),넥스타엔터테인먼트,카카오 M,201112,1,0,0,0,0
Fxxk U (feat. 범키),가인,Truth Or Dare,에이팝엔터테인먼트,카카오 M,201402,1,0,1,0,0
G.A.B,G.A.B (길 & BoA),무한도전 자유로 가요제,MBC,지니뮤직,201311,1,0,0,0,0
G.N.O.,원더걸스 (Wonder girls),Wonder World,JYP Entertainment,카카오 M,201111,1,0,0,0,0
GAME,보아 (BoA),‘Hurricane Venus’ BoA 6th Album,SM Entertainment,SM Entertainment,201008,1,0,0,0,0
GG Be (지지베) (Feat. Jennie Kim),승리,Let`s Talk About Love,YG Entertainment,지니뮤직,201309,0,0,0,0,0
GIRLFRIEND,빅뱅,MADE,YG Entertainment,지니뮤직,201612,1,0,0,0,0
GOD,"지민, J.DON",N PROJECT #1 GOD,FNC엔터테인먼트,Stone Music Entertainment,201505,0,0,0,0,0
GOLD,Wanna One (워너원),0+1=1 (I PROMISE YOU),"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,201804,0,0,0,0,0
GOOD (Feat. ELO),"로꼬, GRAY (그레이)",GOOD,AOMG,Stone Music Entertainment,201606,1,0,0,0,0
GOOD BOY,GD X TAEYANG,GOOD BOY,YG Entertainment,지니뮤직,201411-201412-201501-201502,1,0,1,0,0
"GOTT (Feat. MOON, 우원재 & Jvcki Wai)",사이먼 도미닉 (Simon Dominic),화기엄금,AOMG,"지니뮤직, Stone Music Entertainment",201909,0,0,0,0,0
GXNZI (Feat. 바스코),베이식(Basick),쇼미더머니 4 Episode 4,Stone Music Entertainment,Stone Music Entertainment,201508,0,0,0,0,0
Galaxy,악동뮤지션 (AKMU),PLAY,YG Entertainment,지니뮤직,201404,1,0,0,0,0
Geek In The Pink,Jason Mraz,Mr. A-Z (Korea Tour Edition),Warner Music,Warner Music,201001,0,0,0,0,0
Gentleman,싸이 (Psy),Gentleman,YG Entertainment,지니뮤직,201304-201305,1,0,2,1,1
Get (Feat. Beenzino),어반 자카파 (Urban Zakapa),Get,플럭서스,지니뮤직,201507,0,0,0,0,0
Get It In (Feat. Tiger JK & 정인) (Korea...,윤미래 (T),Get It In (The Creators Project) (Digi...,정글엔터테인먼트,Stone Music Entertainment,201110,1,0,0,0,0
Get Out,JYJ,Get Out,씨제스엔터테인먼트,에이앤지모즈,201109,1,0,0,0,0
Ghost,백현 (BAEKHYUN),Delight - The 2nd Mini Album,SM Entertainment,Dreamus,202006,0,0,0,0,0
Girl On Fire (Main Ver.),Alicia Keys,Girl On Fire (Main Ver.) (Single),Rca Records Label,Sony Music,201209,0,0,0,0,0
Girl x Friend,EXO,"SING FOR YOU - 겨울 스페셜 앨범, 2015",SM Entertainment,지니뮤직,201601,0,0,0,0,0
Girlfriend,원더걸스 (Wonder Girls),Wonder Party,JYP Entertainment,지니뮤직,201206,1,0,0,0,0
Girls Girls,원더걸스 (Wonder girls),Wonder World,JYP Entertainment,카카오 M,201111,1,0,0,0,0
Girls Girls Girls,GOT7,GOT7 미니앨범 1집 Got It?,JYP Entertainment,지니뮤직,201402,0,0,0,0,0
Girls Like You (Feat. Cardi B),Maroon 5,Red Pill Blues (Deluxe),Interscope Records,Universal Music,201901-201902-201903-201905-201906-201907,0,0,0,0,0
"Girls, Girls, Girls",샤이니 (SHINee),SHINee The 3rd Album Chapter 1. `Dream...,SM Entertainment,지니뮤직,201302,0,0,0,0,0
Give A Little More,Maroon 5,Hands All Over (Deluxe Edition),Universal Music,Universal Music,201010,0,0,0,0,0
Give It To Me,씨스타 (Sistar),2집 Give It To Me,스타쉽엔터테인먼트,카카오 M,201306-201307,1,0,2,1,1
Give Love,악동뮤지션 (AKMU),PLAY,YG Entertainment,지니뮤직,201404-201405,1,0,1,0,0
"Gloomy Star (Feat. 1ho, Chan)",공기남,Airman Morning Diaries #4,에어뮤직,Warner Music,201907,0,0,0,0,0
Go,넬 (Nell),Slip Away,울림 엔터테인먼트,카카오 M,201204,0,0,0,0,0
Go Away,2NE1 (투애니 원),1집 To Anyone,YG Entertainment,지니뮤직,201009-201010,1,0,2,1,1
Go away go away,"찬열 (CHANYEOL), 펀치 (Punch)",낭만닥터 김사부 2 OST Part.3,냠냠엔터테인먼트,카카오 M,202001,0,0,0,0,0
